2020-07-28-17_54_39,Lat,34.997231,Lon,-105.842941
2020-07-28-17_54_40,Lat,34.997246,Lon,-105.842850
2020-07-28-17_54_41,Lat,34.997234,Lon,-105.842758
2020-07-28-17_54_43,Lat,34.997223,Lon,-105.842644
2020-07-28-17_54_44,Lat,34.997238,Lon,-105.842545
2020-07-28-17_54_45,Lat,34.997242,Lon,-105.842468
2020-07-28-17_54_46,Lat,34.997227,Lon,-105.842354
2020-07-28-17_54_48,Lat,34.997219,Lon,-105.842247
2020-07-28-17_54_49,Lat,34.997219,Lon,-105.842148
2020-07-28-17_54_50,Lat,34.997181,Lon,-105.842056
2020-07-28-17_54_52,Lat,34.997166,Lon,-105.841957
2020-07-28-17_54_53,Lat,34.997166,Lon,-105.841866
2020-07-28-17_54_54,Lat,34.997139,Lon,-105.841774
2020-07-28-17_54_55,Lat,34.997131,Lon,-105.841660
2020-07-28-17_54_57,Lat,34.997116,Lon,-105.841599
2020-07-28-17_54_58,Lat,34.997097,Lon,-105.841484
2020-07-28-17_54_59,Lat,34.997093,Lon,-105.841393
2020-07-28-17_55_00,Lat,34.997059,Lon,-105.841331
2020-07-28-17_55_02,Lat,34.997059,Lon,-105.841225
2020-07-28-17_55_03,Lat,34.997047,Lon,-105.841148
2020-07-28-17_55_04,Lat,34.997028,Lon,-105.841057
2020-07-28-17_55_06,Lat,34.997013,Lon,-105.840988
2020-07-28-17_55_07,Lat,34.996994,Lon,-105.840912
2020-07-28-17_55_08,Lat,34.997002,Lon,-105.840836
2020-07-28-17_55_09,Lat,34.996971,Lon,-105.840759
2020-07-28-17_55_11,Lat,34.996971,Lon,-105.840660
2020-07-28-17_55_12,Lat,34.996956,Lon,-105.840576
2020-07-28-17_55_13,Lat,34.996944,Lon,-105.840462
2020-07-28-17_55_14,Lat,34.996929,Lon,-105.840401
2020-07-28-17_55_16,Lat,34.996914,Lon,-105.840309
2020-07-28-17_55_17,Lat,34.996914,Lon,-105.840240
2020-07-28-17_55_18,Lat,34.996902,Lon,-105.840164
2020-07-28-17_55_19,Lat,34.996914,Lon,-105.840080
2020-07-28-17_55_21,Lat,34.996910,Lon,-105.840004
2020-07-28-17_55_22,Lat,34.996902,Lon,-105.839912
2020-07-28-17_55_23,Lat,34.996910,Lon,-105.839836
2020-07-28-17_55_25,Lat,34.996895,Lon,-105.839745
2020-07-28-17_55_26,Lat,34.996895,Lon,-105.839661
2020-07-28-17_55_27,Lat,34.996880,Lon,-105.839584
2020-07-28-17_55_28,Lat,34.996887,Lon,-105.839478
2020-07-28-17_55_30,Lat,34.996876,Lon,-105.839417
2020-07-28-17_55_31,Lat,34.996861,Lon,-105.839317
2020-07-28-17_55_32,Lat,34.996857,Lon,-105.839241
2020-07-28-17_55_33,Lat,34.996845,Lon,-105.839149
2020-07-28-17_55_35,Lat,34.996838,Lon,-105.839058
2020-07-28-17_55_36,Lat,34.996822,Lon,-105.838966
2020-07-28-17_55_37,Lat,34.996819,Lon,-105.838882
2020-07-28-17_55_39,Lat,34.996815,Lon,-105.838814
2020-07-28-17_55_40,Lat,34.996815,Lon,-105.838730
2020-07-28-17_55_41,Lat,34.996830,Lon,-105.838661
2020-07-28-17_55_42,Lat,34.996807,Lon,-105.838577
2020-07-28-17_55_44,Lat,34.996799,Lon,-105.838478
2020-07-28-17_55_45,Lat,34.996784,Lon,-105.838379
2020-07-28-17_55_46,Lat,34.996758,Lon,-105.838272
2020-07-28-17_55_47,Lat,34.996746,Lon,-105.838188
2020-07-28-17_55_49,Lat,34.996727,Lon,-105.838097
2020-07-28-17_55_50,Lat,34.996735,Lon,-105.838013
2020-07-28-17_55_51,Lat,34.996735,Lon,-105.837906
2020-07-28-17_55_53,Lat,34.996731,Lon,-105.837799
2020-07-28-17_55_54,Lat,34.996723,Lon,-105.837738
2020-07-28-17_55_55,Lat,34.996716,Lon,-105.837639
2020-07-28-17_55_56,Lat,34.996712,Lon,-105.837555
2020-07-28-17_55_58,Lat,34.996700,Lon,-105.837448
2020-07-28-17_55_59,Lat,34.996708,Lon,-105.837341
2020-07-28-17_56_00,Lat,34.996704,Lon,-105.837257
2020-07-28-17_56_01,Lat,34.996681,Lon,-105.837143
2020-07-28-17_56_03,Lat,34.996670,Lon,-105.837044
2020-07-28-17_56_04,Lat,34.996658,Lon,-105.836922
2020-07-28-17_56_05,Lat,34.996674,Lon,-105.836830
2020-07-28-17_56_07,Lat,34.996655,Lon,-105.836723
2020-07-28-17_56_08,Lat,34.996651,Lon,-105.836601
2020-07-28-17_56_09,Lat,34.996643,Lon,-105.836510
2020-07-28-17_56_10,Lat,34.996616,Lon,-105.836388
2020-07-28-17_56_12,Lat,34.996624,Lon,-105.836304
2020-07-28-17_56_13,Lat,34.996597,Lon,-105.836197
2020-07-28-17_56_14,Lat,34.996597,Lon,-105.836090
2020-07-28-17_56_15,Lat,34.996586,Lon,-105.835976
2020-07-28-17_56_17,Lat,34.996571,Lon,-105.835861
2020-07-28-17_56_18,Lat,34.996559,Lon,-105.835762
2020-07-28-17_56_19,Lat,34.996536,Lon,-105.835655
2020-07-28-17_56_20,Lat,34.996536,Lon,-105.835533
2020-07-28-17_56_22,Lat,34.996506,Lon,-105.835449
2020-07-28-17_56_23,Lat,34.996490,Lon,-105.835335
2020-07-28-17_56_24,Lat,34.996494,Lon,-105.835236
2020-07-28-17_56_26,Lat,34.996437,Lon,-105.835144
2020-07-28-17_56_27,Lat,34.996422,Lon,-105.835037
2020-07-28-17_56_28,Lat,34.996391,Lon,-105.834938
2020-07-28-17_56_29,Lat,34.996365,Lon,-105.834824
2020-07-28-17_56_31,Lat,34.996338,Lon,-105.834732
2020-07-28-17_56_32,Lat,34.996311,Lon,-105.834618
2020-07-28-17_56_33,Lat,34.996284,Lon,-105.834503
2020-07-28-17_56_34,Lat,34.996250,Lon,-105.834389
2020-07-28-17_56_36,Lat,34.996246,Lon,-105.834290
2020-07-28-17_56_37,Lat,34.996231,Lon,-105.834213
2020-07-28-17_56_38,Lat,34.996159,Lon,-105.834137
2020-07-28-17_56_40,Lat,34.996151,Lon,-105.834015
2020-07-28-17_56_41,Lat,34.996117,Lon,-105.833931
2020-07-28-17_56_42,Lat,34.996094,Lon,-105.833809
2020-07-28-17_56_43,Lat,34.996078,Lon,-105.833702
2020-07-28-17_56_45,Lat,34.996059,Lon,-105.833603
2020-07-28-17_56_46,Lat,34.996033,Lon,-105.833488
2020-07-28-17_56_47,Lat,34.996017,Lon,-105.833366
2020-07-28-17_56_48,Lat,34.995995,Lon,-105.833282
2020-07-28-17_56_50,Lat,34.995953,Lon,-105.833160
2020-07-28-17_56_51,Lat,34.995960,Lon,-105.833046
2020-07-28-17_56_52,Lat,34.995953,Lon,-105.832932
2020-07-28-17_56_54,Lat,34.995926,Lon,-105.832817
2020-07-28-17_56_55,Lat,34.995945,Lon,-105.832710
2020-07-28-17_56_56,Lat,34.995926,Lon,-105.832603
2020-07-28-17_56_57,Lat,34.995907,Lon,-105.832481
2020-07-28-17_56_59,Lat,34.995892,Lon,-105.832375
2020-07-28-17_57_00,Lat,34.995869,Lon,-105.832291
2020-07-28-17_57_01,Lat,34.995853,Lon,-105.832176
2020-07-28-17_57_02,Lat,34.995853,Lon,-105.832077
2020-07-28-17_57_04,Lat,34.995838,Lon,-105.831985
2020-07-28-17_57_05,Lat,34.995815,Lon,-105.831863
2020-07-28-17_57_06,Lat,34.995819,Lon,-105.831757
2020-07-28-17_57_08,Lat,34.995804,Lon,-105.831673
2020-07-28-17_57_09,Lat,34.995800,Lon,-105.831566
2020-07-28-17_57_10,Lat,34.995811,Lon,-105.831474
2020-07-28-17_57_11,Lat,34.995808,Lon,-105.831390
2020-07-28-17_57_13,Lat,34.995785,Lon,-105.831268
2020-07-28-17_57_14,Lat,34.995789,Lon,-105.831161
2020-07-28-17_57_15,Lat,34.995781,Lon,-105.831085
2020-07-28-17_57_16,Lat,34.995781,Lon,-105.830994
2020-07-28-17_57_18,Lat,34.995811,Lon,-105.830879
2020-07-28-17_57_19,Lat,34.995811,Lon,-105.830788
2020-07-28-17_57_20,Lat,34.995819,Lon,-105.830673
2020-07-28-17_57_22,Lat,34.995808,Lon,-105.830582
2020-07-28-17_57_23,Lat,34.995804,Lon,-105.830437
2020-07-28-17_57_24,Lat,34.995834,Lon,-105.830338
2020-07-28-17_57_25,Lat,34.995815,Lon,-105.830276
2020-07-28-17_57_27,Lat,34.995819,Lon,-105.830154
2020-07-28-17_57_28,Lat,34.995861,Lon,-105.830055
2020-07-28-17_57_29,Lat,34.995853,Lon,-105.829994
2020-07-28-17_57_30,Lat,34.995865,Lon,-105.829895
